tokens,ner_tags
"['Including', 'gas', '-', 'powered', 'car', 'sales', ',', 'that', 'would', 'make', 'it', 'larger', 'than', 'Volkswagen', ""'s"", '(', 'VOWG_p', '.', 'DE', ')', 'Audi', 'brand', 'and', 'closing', 'on', 'BMW', ""'s"", 'sales', 'of', '2.5', 'million', 'vehicles', 'in', '2021', ',', 'the', 'most', 'recent', 'full', 'year', 'of', 'comparable', 'sales', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['That', 'output', 'would', 'also', 'be', 'just', 'past', 'the', 'forecast', 'of', 'Wedbush', 'Securities', 'analyst', 'Dan', 'Ives', ',', 'who', 'has', 'been', 'bullish', 'on', 'Tesla', ""'s"", 'prospects', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O']"
"['Ives', 'forecasts', '2023', 'deliveries', 'of', '2', 'million', 'EVs', 'in', '2023', ',', 'up', 'from', '1.39', 'million', 'this', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Musk', ',', 'Tesla', '’s', 'CEO', 'and', 'product', 'architect', ',', 'told', 'analysts', 'last', 'quarter', 'the', 'company', 'had', 'a', '“', 'good', 'chance', '”', 'of', 'hitting', 'a', 'global', 'production', 'run', 'rate', 'of', '40,000', 'vehicles', 'a', 'week', 'by', 'the', 'end', 'of', '2022', '.']","['U-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'internal', 'forecast', 'detailed', 'to', 'Reuters', 'would', 'assume', 'Tesla', 'can', 'hit', 'and', 'maintain', 'that', 'production', 'through', 'the', 'first', 'quarter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'forecast', 'also', 'hinges', 'on', 'a', 'sharp', 'gain', 'in', 'output', 'in', 'Tesla', ""'s"", 'newer', 'factories', 'in', 'Austin', ',', 'Texas', ',', 'and', 'Berlin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'U-CUSTOM_PLACE', 'O']"
"['Production', 'in', 'Austin', 'would', 'jump', 'to', 'almost', '101,000', 'by', 'the', 'end', 'of', 'the', 'third', 'quarter', '2023', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'Berlin', ',', 'the', 'equivalent', 'gain', 'would', 'be', 'from', '51,000', 'next', 'quarter', 'to', 'almost', '90,000', 'by', 'the', 'quarter', 'ending', 'September', '2023', '.']","['O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Joerg', 'Steinbach', ',', 'the', 'regional', 'economy', 'minister', 'of', 'Brandenburg', ',', 'where', 'Tesla', 'has', 'its', 'factory', 'near', 'Berlin', ',', 'has', 'said', 'Tesla', 'would', 'be', 'moving', 'to', 'three', 'shifts', 'at', 'the', 'plant', 'by', 'the', 'end', 'of', 'the', 'year', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'B-CUSTOM_ROLE', 'I-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sam', 'Fiorani', ',', 'vice', 'president', 'of', 'global', 'forecasting', 'at', 'AutoForecast', 'Solutions', '(', 'AFS', ')', ',', 'which', 'tracks', 'production', ',', 'said', 'it', 'would', 'not', 'be', 'a', 'surprise', 'to', 'see', 'big', 'jumps', 'in', 'output', 'for', 'Tesla', 'from', 'plants', 'in', 'Austin', 'and', 'Berlin', 'since', 'those', 'plants', 'have', 'been', 'running', 'below', 'capacity', '.']","['B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_ROLE', 'I-CUSTOM_ROLE', 'I-CUSTOM_ROLE', 'I-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“', 'Berlin', 'and', 'Austin', 'are', 'coming', 'into', 'their', 'own', 'next', 'year', 'and', 'that', '’s', 'where', 'a', 'lot', 'of', 'this', 'volume', 'is', 'coming', 'from', ',', '”', 'he', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'he', 'said', 'his', 'baseline', 'forecast', 'did', 'not', 'put', 'Tesla', 'at', 'over', '2', 'million', 'vehicles', 'for', '2023', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“', 'We', 'do', ""n't"", 'have', 'them', 'at', 'that', 'level', 'yet', ',', '”', 'he', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“', 'It', 'seems', 'very', 'optimistic', '.', '”', '\n\n', 'Fiorani', 'added', ':', '“', 'The', 'industry', 'as', 'a', 'whole', 'is', 'still', 'struggling', 'with', 'supply', 'chain', 'issues', '.', '”', '\n\n', 'The', 'Tesla', 'forecast', 'also', 'includes', 'an', 'assumption', 'that', 'production', 'in', 'Shanghai', ',', 'a', 'mega', '-', 'factory', 'that', 'accounted', 'for', 'over', 'half', 'of', 'its', 'output', 'in', 'the', 'first', 'half', 'of', 'this', 'year', ',', 'will', 'level', 'off', 'over', 'the', 'course', 'of', '2023', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'recently', 'upgraded', 'the', 'factory', ""'s"", 'capacity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sources', 'told', 'Reuters', 'earlier', 'this', 'week', 'the', 'plan', 'was', 'to', 'run', 'production', 'at', '20,500', 'vehicles', 'a', 'week', 'for', 'the', 'remainder', 'of', 'the', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'projected', 'growth', 'in', 'Tesla', ""'s"", 'output', 'also', 'faces', 'economic', 'risks', ',', 'an', 'issue', 'Musk', 'himself', 'has', 'raised', 'before', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Global', 'growth', 'has', 'slowed', 'sharply', ',', 'especially', 'in', 'China', ',', 'the', 'world', ""'s"", 'largest', 'EV', 'market', ',', 'where', 'Tesla', 'faces', 'fast', '-', 'growing', 'rivals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['German', 'industrial', 'production', 'faces', 'uncertainties', 'in', 'coming', 'months', 'over', 'the', 'availability', 'of', 'gas', 'to', 'power', 'plants', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'June', ',', 'Musk', 'had', 'told', 'Tesla', 'executives', 'he', 'had', 'a', '""', 'super', 'bad', 'feeling', '""', 'about', 'the', 'economy', 'and', 'was', 'looking', 'to', 'cut', 'staff', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'U-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'Reporting', 'by', 'Zhang', 'Yan', 'in', 'Shanghai', ',', 'Hyunjoo', 'Jin', 'in', 'San', 'Francisco', ',', 'Victoria', 'Waldersee', 'in', 'Berlin', ',', 'Ben', 'Klayman', 'in', 'Detroit', ';', 'editing', 'by', 'Kevin', 'Krolicki', 'and', 'Nick', 'Zieminski', '\n\n\n\n\n\n\n\n\n\n\n\n', 'Our', 'Standards', ':', 'The', 'Thomson', 'Reuters', 'Trust', 'Principles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'U-CUSTOM_PLACE', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_PLACE', 'L-CUSTOM_PLACE', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'U-CUSTOM_PLACE', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'SHANGHAI', ',', 'Sept', '27', '(', 'Reuters', ')', '-', 'Tesla', '(', 'TSLA.O', ')', 'plans', 'to', 'hold', 'production', 'at', 'its', 'Shanghai', 'plant', 'at', 'about', '93', '%', 'of', 'capacity', 'through', 'the', 'end', 'of', 'year', ',', 'despite', 'a', 'recent', 'upgrade', ',', 'two', 'people', 'with', 'knowledge', 'of', 'the', 'matter', 'said', ',', 'in', 'a', 'rare', 'move', 'for', 'the', 'U.S.', 'maker', 'of', 'electric', 'vehicles', '.']","['O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Since', 'the', 'plant', 'opened', 'in', 'its', 'second', 'largest', 'market', 'in', 'late', '2019', ',', 'Tesla', 'has', 'sought', 'to', 'run', 'the', 'facility', 'in', 'China', ""'s"", 'commercial', 'hub', 'at', 'full', 'capacity', ',', 'and', 'recently', 'upgraded', 'its', 'weekly', 'output', 'by', '30', '%', ',', 'to', 'a', 'maximum', 'of', '22,000', 'vehicles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sources', ',', 'who', 'spoke', 'on', 'condition', 'of', 'anonymity', 'as', 'the', 'matter', 'is', 'not', 'public', ',', 'did', 'not', 'give', 'a', 'reason', 'for', 'the', 'decision', 'not', 'to', 'run', 'the', 'plant', 'at', 'full', 'tilt', ',', 'though', 'one', 'said', 'the', 'figure', 'was', 'lower', 'than', 'he', 'had', 'expected', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'Tesla', 'did', 'not', 'immediately', 'respond', 'to', 'a', 'request', 'for', 'comment', 'on', 'Tuesday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['However', ',', 'the', 'company', ""'s"", 'move', 'comes', 'at', 'a', 'time', 'of', 'growing', 'competition', 'from', 'domestic', 'manufacturers', 'of', 'electric', 'vehicles', '(', 'EV', ')', 'in', 'a', 'sharply', 'weakening', 'economy', ',', 'as', 'consumption', 'falls', 'amid', 'strict', 'COVID-19', 'curbs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'upgraded', 'factory', 'can', 'produce', '14,000', 'Model', 'Ys', 'and', '8,000', 'Model', '3s', ',', 'the', 'sources', 'added', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'has', 'sought', 'to', 'keep', 'it', 'running', 'at', 'full', 'capacity', ',', 'except', 'during', 'the', 'upgrade', 'and', 'a', 'city', '-', 'wide', 'COVID-19', 'lockdown', 'for', 'two', 'months', 'this', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Now', 'Tesla', 'plans', 'to', 'turn', 'out', '20,500', 'units', 'a', 'week', 'for', 'the', 'rest', 'of', 'the', 'year', ',', 'for', 'a', 'total', 'of', '13,000', 'Model', 'Ys', 'and', '7,500', 'Model', '3s', ',', 'the', 'sources', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'China', '-', 'made', 'Model', '3', 'vehicles', 'are', 'seen', 'during', 'a', 'delivery', 'event', 'at', 'its', 'factory', 'in', 'Shanghai', ',', 'China', 'January', '7', ',', '2020', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['REUTERS', '/', 'Aly', 'Song', '\n\n', 'Tesla', ""'s"", 'China', 'sales', 'jumped', 'nearly', '60', '%', 'in', 'the', 'first', 'eight', 'months', 'of', 'this', 'year', ',', 'figures', 'from', 'the', 'China', 'Passenger', 'Car', 'Association', 'showed', '.']","['U-CUSTOM_ORG', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'that', 'pace', 'is', 'much', 'weaker', 'than', 'the', 'overall', 'market', 'for', 'new', 'energy', 'vehicles', 'over', 'the', 'same', 'period', ',', 'which', 'saw', 'sales', 'more', 'than', 'double', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Since', 'last', 'month', ',', 'the', 'company', 'has', 'cut', 'delivery', 'waiting', 'times', 'in', 'China', 'at', 'least', 'four', 'times', ',', 'to', 'a', 'minimum', 'of', 'a', 'week', 'now', ',', 'besides', 'offering', 'a', 'rebate', 'of', '8,000', 'yuan', '(', '$', '1,100', ')', 'to', 'buyers', 'of', 'Tesla', 'insurance', 'who', 'take', 'delivery', 'between', 'Sept.', '16', 'and', '30', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Analysts', 'have', 'said', 'the', 'moves', 'aim', 'to', 'lock', 'in', 'more', 'orders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'next', 'few', 'months', ',', 'rising', 'competition', 'is', 'expected', 'to', 'intensify', 'a', 'price', 'war', 'among', 'EV', 'makers', ',', 'said', 'Shi', 'Ji', ',', 'an', 'analyst', 'at', 'China', 'Merchants', 'Bank', 'International', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Tesla', 'sold', '60', '%', 'of', 'its', 'China', '-', 'made', 'cars', 'in', 'the', 'domestic', 'market', 'during', 'the', 'first', 'eight', 'months', ',', 'and', 'exported', 'the', 'rest', 'to', 'overseas', 'markets', 'such', 'as', 'Australia', ',', 'Europe', ',', 'Japan', 'and', 'Singapore', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O', 'U-CUSTOM_PLACE', 'O', 'O', 'O', 'U-CUSTOM_PLACE', 'O']"
"['(', '$', '1=7.1623', 'Chinese', 'yuan', 'renminbi', ')', '\n\n', 'Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'Reporting', 'by', 'Zhang', 'Yan', 'and', 'Brenda', 'Goh', ';', 'Editing', 'by', 'Clarence', 'Fernandez', '\n\n\n\n\n\n\n\n\n\n\n\n', 'Our', 'Standards', ':', 'The', 'Thomson', 'Reuters', 'Trust', 'Principles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Summary', '\n\n', 'Summary', 'Companies', 'Oil', 'prices', 'add', 'to', 'inflation', 'woes', 'post', '-', 'OPEC+', 'output', 'cut', '\n\n', 'U.S.', 'weekly', 'jobless', 'claims', 'increase', 'more', 'than', 'expected', '\n\n', 'Indexes', 'fall', ':', 'Dow', 'down', '1.15', '%', ',', 'S&P', '1.02', '%', ',', 'Nasdaq', '0.68', '%', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'Oct', '6', '(', 'Reuters', ')', '-', 'Wall', 'Street', ""'s"", 'major', 'indexes', 'closed', 'lower', 'on', 'Thursday', 'as', 'concerns', 'mounted', 'ahead', 'of', 'closely', 'watched', 'monthly', 'nonfarm', 'payrolls', 'numbers', 'due', 'on', 'Friday', 'that', 'the', 'Federal', 'Reserve', ""'s"", 'aggressive', 'interest', 'rate', 'stance', 'will', 'lead', 'to', 'a', 'recession', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ORG', 'L-CUSTOM_ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Markets', 'briefly', 'took', 'comfort', 'from', 'data', 'that', 'showed', 'weekly', 'jobless', 'claims', 'rose', 'by', 'the', 'most', 'in', 'four', 'months', 'last', 'week', ',', 'raising', 'a', 'glimmer', 'of', 'hope', 'the', 'Fed', 'could', 'ease', 'the', 'implementation', 'since', 'March', 'of', 'the', 'fastest', 'and', 'highest', 'jump', 'in', 'rates', 'in', 'decades', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['read', 'more', '\n\n', 'The', 'equity', 'market', 'has', 'been', 'slow', 'to', 'acknowledge', 'a', 'consistent', 'message', 'from', 'Fed', 'officials', 'that', 'rates', 'will', 'go', 'higher', 'for', 'longer', 'until', 'the', 'pace', 'of', 'inflation', 'is', 'clearly', 'slowing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Register', 'now', 'for', 'FREE', 'unlimited', 'access', 'to', 'Reuters.com', 'Register', '\n\n', 'Chicago', 'Fed', 'President', 'Charles', 'Evans', 'was', 'the', 'latest', 'to', 'spell', 'out', 'the', 'central', 'bank', ""'s"", 'outlook', 'on', 'Thursday', ',', 'saying', 'policymakers', 'expect', 'to', 'deliver', '125', 'basis', 'points', 'of', 'rate', 'hikes', 'before', 'year', ""'s"", 'end', 'as', 'inflation', 'readings', 'have', 'been', 'disappointing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['read', 'more', '\n\n', '""', 'The', 'market', 'has', 'been', 'slowly', 'getting', 'the', 'Fed', ""'s"", 'message', ',', '""', 'said', 'Jason', 'Pride', ',', 'chief', 'investment', 'officer', 'for', 'private', 'wealth', 'at', 'Glenmede', 'in', 'Philadelphia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUSTOM_PERSON', 'L-CUSTOM_PERSON', 'O', 'B-CUSTOM_ROLE', 'I-CUSTOM_ROLE', 'L-CUSTOM_ROLE', 'O', 'O', 'O', 'O', 'U-CUSTOM_ORG', 'O', 'U-CUSTOM_PLACE', 'O']"
"['""', 'There', ""'s"", 'a', 'likelihood', 'that', 'the', 'Fed', 'with', 'further', 'rate', 'hikes', 'pushes', 'the', 'economy', 'into', 'a', 'recession', 'in', 'order', 'to', 'bring', 'inflation', 'down', ',', '""', 'Pride', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'We', 'do', ""n't"", 'think', 'the', 'markets', 'have', 'fully', 'picked', 'up', 'on', 'this', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pride', 'sees', 'a', 'mild', 'recession', ',', 'but', 'in', 'the', 'average', 'recession', 'there', 'has', 'been', 'a', '15', '%', 'decline', 'in', 'earnings', ',', 'suggesting', 'the', 'market', 'could', 'fall', 'further', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'S&P', '500', 'has', 'declined', '22', '%', 'from', 'its', 'peak', 'on', 'Jan.', '3', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
